Mon 2021-06-28,16:11:12,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:11:10,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:10:52,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:10:51,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:10:47,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:10:40,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:09:24,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,16:09:20,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:09:19,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:09:15,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:01:40,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:01:26,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:01:23,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,16:00:17,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:00:15,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,16:00:09,0003277114,sadf adsf,Approved 
Mon 2021-06-28,16:00:06,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:59:55,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:57:32,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:57:31,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:57:30,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:57:29,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:57:22,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:57:16,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:56:58,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:56:45,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:54:40,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:54:39,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:54:38,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:54:36,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:52:24,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:52:21,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:49:03,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:48:57,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:58,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:56,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:46:54,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:46:51,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:50,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:47,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:07,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:46:05,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:04,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:03,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:02,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:46:00,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:45:54,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:44:49,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:44:47,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:44:44,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:44:42,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:44:38,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:44:35,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:43:29,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:43:25,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:43:19,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:43:11,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:41:26,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:41:13,0004543798, Unknown ID,DENIED 
Mon 2021-06-28,15:41:08,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:41:07,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:41:06,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:41:05,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:41:04,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:41:03,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:41:01,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:40:52,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:40:48,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:40:43,0003277114,sadf adsf,Approved 
Mon 2021-06-28,15:40:35,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:33,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:30,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:27,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:24,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:21,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:17,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:12,0003277114,sadf adsf,Approved 
Mon 2021-06-28,14:34:06,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:56,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:49,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:40,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:32,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:28,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:23,0003277114,sadf adsf,Approved 
Mon 2021-06-28,11:45:03,0003804450, Unknown ID,DENIED 
Mon 2021-06-28,11:44:47,0003277114,sadf adsf,Approved 
Wed 2021-06-23,17:18:23,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:55:51,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:55:40,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:04:39,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:04:32,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:03:25,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:03:17,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:03:08,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:02:58,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:02:24,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:01:54,0003277114,sadf adsf,Approved 
Wed 2021-06-23,16:00:38,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:57:05,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:56:57,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:48:50,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:48:23,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:48:03,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:47:53,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:43:04,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:41:32,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:41:27,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:41:20,0003277114,sadf adsf,Approved 
Wed 2021-06-23,15:38:21,0003804450, Unknown ID,DENIED 
Wed 2021-06-23,15:38:05,0003804450, Unknown ID,DENIED 
Wed 2021-06-23,13:40:52,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:40:49,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:40:46,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:40:22,0003277114, Unknown ID,DENIED 
Wed 2021-06-23,13:24:16,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:42,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:39,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:36,0003277110003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:33,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:30,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:27,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:24,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:21,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:15,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:07:02,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,22:06:50,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,21:25:58,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,21:19:53,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:19:38,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:19:33,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:19:26,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:18:52,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:18:42,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,21:01:12,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:54:51,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:54:41,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:51:16,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,20:17:57,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:51:53,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:41:43,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:41:39,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:39:33,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:16:36,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,19:09:01,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:08:57,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:08:49,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,19:07:39,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:52,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:50,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:45,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:55:42,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:40:11,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:40:08,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:40:05,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:39:56,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:39:29,0003804450, Unknown ID,DENIED 
Tue 2021-06-22,18:35:27,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,18:23:41,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,17:53:08,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,17:32:06,0004543798, Unknown ID,DENIED 
Tue 2021-06-22,17:31:38,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,17:31:18,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:09,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:06,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:03,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:42:00,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:40:33,0003277114, Unknown ID,DENIED 
Tue 2021-06-22,16:19:19,0003277114, Unknown ID,DENIED 
